Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,waiting time,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
2025-01-21,12:14:00,UBR100465,Completed,CUST1101,UberXL,Chicago,Rome,2.1,21.1,0,,0,,0,,82.41,24.75,3.6,3.6,Debit Card
2025-01-17,08:12:00,UBR100615,Incomplete,CUST1074,Uber Black,Seoul,Madrid,8.7,13.4,0,,0,,1,Technical issue,71.38,29.24,3.8,,Debit Card
2025-04-30,13:57:00,UBR100495,Cancelled by Driver,CUST1246,UberX,Los Angeles,Seoul,13.2,12.5,0,,1,Personal emergency,0,,0.0,18.68,2.2,,UPI
2025-03-04,03:03:00,UBR100880,Cancelled by Customer,CUST1054,UberX,Paris,Melbourne,10.5,10.2,1,Driver requested cancellation,0,,0,,0.0,,,,Cash
2025-05-23,03:57:00,UBR100176,Completed,CUST1103,UberXL,Paris,Houston,3.7,18.3,0,,0,,0,,39.02,11.76,4.2,2.3,Debit Card
2025-01-12,01:21:00,UBR100954,Completed,CUST1043,UberXL,Phoenix,Toronto,8.2,19.6,0,,0,,0,,31.01,7.65,3.4,3.8,Wallet
2025-04-22,21:04:00,UBR100661,Completed,CUST1232,Uber Black,Melbourne,Sydney,14.6,12.7,0,,0,,0,,32.8,11.9,3.0,4.4,Wallet
2025-05-21,21:38:00,UBR100618,Completed,CUST1006,UberX,Berlin,Vancouver,12.6,14.0,0,,0,,0,,14.47,3.86,4.1,4.4,Credit Card
2025-02-04,17:59:00,UBR100456,Cancelled by Customer,CUST1107,UberX,Houston,Chicago,14.2,21.9,1,Driver taking too long,0,,0,,0.0,11.45,,,
2025-03-18,14:28:00,UBR100548,Completed,CUST1083,UberX,New York,Los Angeles,1.1,19.7,0,,0,,0,,19.3,6.08,3.9,2.5,
2025-03-26,14:21:00,UBR100393,Completed,CUST1133,UberX,Dubai,Madrid,17.9,12.6,0,,0,,0,,35.88,9.87,4.7,2.4,
2025-05-27,02:38:00,UBR100163,Completed,CUST1187,Uber Comfort,Seoul,Houston,6.5,17.0,0,,0,,0,,54.81,17.65,1.6,3.8,UPI
2025-03-25,22:11:00,UBR100248,Cancelled by Customer,CUST1244,Uber Black,Dubai,Los Angeles,3.0,19.8,1,Driver requested cancellation,0,,0,,0.0,6.01,,,Wallet
2025-01-30,18:33:00,UBR100971,Completed,CUST1134,Uber Green,Chicago,Tokyo,11.9,17.6,0,,0,,0,,34.44,11.53,2.7,1.2,UPI
2025-01-06,06:49:00,UBR100678,Cancelled by Driver,CUST1074,Uber Green,Berlin,Dubai,16.5,12.0,0,,1,Too far from pickup,0,,0.0,16.18,4.0,,Cash
2025-05-23,13:02:00,UBR100930,Incomplete,,Uber Comfort,Birmingham,Singapore,11.0,3.2,0,,0,,1,Vehicle breakdown,71.22,26.03,1.2,,UPI
2025-01-28,16:44:00,UBR100706,Completed,CUST1130,Uber Comfort,Toronto,Madrid,1.4,17.1,0,,0,,0,,30.96,10.2,2.7,2.1,Wallet
2025-04-27,23:44:00,UBR100375,Completed,CUST1027,UberX,Birmingham,Dubai,4.1,10.0,0,,0,,0,,39.88,16.09,2.7,,Wallet
2025-02-15,14:27:00,UBR100412,Incomplete,CUST1143,Uber Green,Dubai,Chicago,13.7,12.8,0,,0,,1,Technical issue,100.83,33.01,1.1,,PayPal
2025-02-01,20:01:00,UBR100074,Completed,CUST1134,Uber Green,Berlin,Seoul,7.9,15.1,0,,0,,0,,27.41,15.02,2.0,1.8,Wallet
2025-06-11,13:26:00,UBR100926,Completed,CUST1040,UberX,London,Madrid,1.7,11.5,0,,0,,0,,105.81,32.44,2.6,1.7,Credit Card
2025-06-08,11:12:00,UBR100500,Incomplete,CUST1166,Uber Green,Phoenix,Berlin,17.7,14.8,0,,0,,1,Emergency,9.33,2.89,3.0,,Cash
2025-05-29,17:14:00,UBR100590,Completed,CUST1063,UberX,Singapore,Rome,3.6,23.5,0,,0,,0,,68.14,30.37,2.5,3.9,Cash
2025-05-05,21:31:00,UBR100114,Completed,CUST1130,Uber Green,Houston,Manchester,8.9,21.4,0,,0,,0,,78.77,34.73,1.9,4.1,UPI
2025-03-25,19:38:00,UBR100417,Completed,CUST1052,Uber Black,Rome,Seoul,2.4,10.8,0,,0,,0,,60.8,19.98,3.7,2.1,Debit Card
2025-03-06,00:02:00,UBR100089,Completed,CUST1172,UberXL,Sydney,Berlin,6.0,8.1,0,,0,,0,,37.96,12.57,1.2,1.1,PayPal
2025-05-13,22:42:00,UBR100968,Cancelled by Customer,CUST1195,UberXL,Houston,Birmingham,17.2,7.0,1,Found another ride,0,,0,,0.0,16.43,,,Cash
2025-06-22,18:21:00,UBR100911,Completed,CUST1055,UberXL,Dubai,Berlin,2.1,16.7,0,,0,,0,,57.98,33.97,,2.1,Credit Card
2025-04-13,00:53:00,UBR100684,Completed,CUST1182,Uber Black,Tokyo,Los Angeles,2.8,24.7,0,,0,,0,,97.61,25.6,3.5,3.6,Credit Card
2025-02-02,09:17:00,UBR100847,Completed,CUST1080,Uber Green,Seoul,Sydney,1.6,,0,,0,,0,,45.35,18.5,3.0,,Cash
2025-06-09,20:56:00,UBR100011,Completed,CUST1179,UberX,New York,Seoul,2.1,8.6,0,,0,,0,,,9.45,2.0,,Debit Card
2025-04-23,03:48:00,UBR100396,Completed,CUST1170,Uber Green,Singapore,Berlin,9.7,22.0,0,,0,,0,,41.63,22.31,4.5,1.0,Credit Card
2025-06-23,08:47:00,UBR100908,Completed,CUST1141,UberX,Tokyo,Vancouver,10.8,22.6,0,,0,,0,,15.95,3.22,3.6,2.9,Credit Card
2025-06-04,08:21:00,UBR100042,Completed,CUST1190,UberX,Birmingham,Tokyo,,12.0,0,,0,,0,,32.07,13.38,3.4,2.1,Wallet
2025-03-31,21:23:00,UBR100167,Completed,CUST1125,UberXL,Seoul,Dubai,16.5,20.2,0,,0,,0,,106.71,32.88,,1.2,PayPal
2025-03-19,13:03:00,UBR100416,Completed,CUST1082,UberXL,Vancouver,Chicago,16.9,14.3,0,,0,,0,,90.31,24.89,3.0,1.7,Credit Card
2025-06-25,11:14:00,UBR100837,Completed,CUST1159,UberX,Seoul,Manchester,10.9,23.9,0,,0,,0,,115.89,31.95,2.9,4.6,Cash
2025-06-13,19:44:00,UBR100426,Completed,CUST1174,Uber Green,Rome,Berlin,12.9,9.3,0,,0,,0,,125.61,34.77,3.5,2.8,Debit Card
2025-05-31,00:04:00,UBR100927,Cancelled by Driver,CUST1033,UberX,Toronto,New York,13.8,5.0,0,,1,Customer unreachable,0,,0.0,12.91,4.4,,PayPal
2025-05-26,12:09:00,UBR100004,Completed,CUST1043,UberXL,Los Angeles,Manchester,7.7,23.4,0,,0,,0,,36.05,20.39,3.9,2.3,PayPal
2025-06-23,08:20:00,UBR100721,Incomplete,CUST1128,Uber Comfort,Tokyo,Vancouver,4.1,14.1,0,,0,,1,Technical issue,,26.86,4.4,,UPI
2025-03-02,18:55:00,UBR100991,Completed,CUST1051,Uber Black,Toronto,Birmingham,8.4,20.4,0,,0,,0,,80.88,27.34,4.3,2.2,Credit Card
2025-02-17,22:29:00,UBR100257,Completed,CUST1232,Uber Black,Chicago,Manchester,5.6,16.1,0,,0,,0,,79.16,24.05,4.5,4.8,Credit Card
2025-01-22,11:31:00,UBR100335,Completed,CUST1179,Uber Comfort,Tokyo,Los Angeles,3.1,5.4,0,,0,,0,,51.99,22.88,3.6,4.5,Cash
2025-06-08,22:01:00,UBR100015,Completed,CUST1098,Uber Comfort,Birmingham,New York,4.0,24.6,0,,0,,0,,55.6,26.05,3.1,2.0,Cash
2025-01-19,01:03:00,UBR100806,Completed,CUST1100,UberXL,Tokyo,Vancouver,2.8,17.6,0,,0,,0,,38.43,9.09,2.1,,Debit Card
2025-06-20,02:38:00,UBR100324,Completed,CUST1200,Uber Green,Toronto,Los Angeles,15.2,4.1,0,,0,,0,,,9.02,2.9,2.5,Wallet
2025-06-05,05:53:00,UBR100832,Completed,CUST1110,UberX,Birmingham,New York,15.2,22.7,0,,0,,0,,36.82,19.18,4.3,1.4,Credit Card
2025-02-23,15:51:00,UBR100222,Cancelled by Driver,CUST1213,UberX,Singapore,Phoenix,14.5,19.6,0,,1,Customer unreachable,0,,0.0,8.37,1.1,,Cash
2025-05-06,17:01:00,UBR100179,Completed,CUST1132,Uber Black,Phoenix,Chicago,4.2,21.9,0,,0,,0,,94.5,25.51,4.3,3.2,Debit Card
2025-03-01,05:34:00,UBR100099,Completed,CUST1221,Uber Green,Tokyo,Manchester,2.7,23.6,0,,0,,0,,81.16,33.75,3.8,1.3,Debit Card
2025-04-18,18:55:00,UBR100521,Completed,CUST1152,Uber Comfort,Manchester,Sydney,1.1,14.0,0,,0,,0,,59.69,33.51,2.5,4.9,Debit Card
2025-01-17,18:47:00,UBR100022,Incomplete,CUST1160,UberX,Singapore,Sydney,12.9,10.9,0,,0,,1,Trip interrupted,25.33,9.79,2.2,,Credit Card
2025-03-22,16:48:00,UBR100356,Completed,CUST1168,UberXL,Seoul,London,9.1,16.2,0,,0,,0,,52.43,15.23,3.3,2.6,UPI
2025-01-19,12:19:00,UBR100703,Completed,CUST1114,UberX,Toronto,Rome,2.1,15.7,0,,0,,0,,40.99,21.68,2.4,2.1,Wallet
2025-05-13,08:25:00,UBR100906,Completed,CUST1024,Uber Black,Rome,Seoul,5.4,8.6,0,,0,,0,,82.77,27.44,4.8,3.5,Wallet
2025-01-10,17:40:00,UBR100740,Cancelled by Driver,CUST1176,Uber Green,Singapore,Phoenix,1.5,18.2,0,,1,Customer unreachable,0,,0.0,34.74,2.9,,PayPal
2025-01-27,14:40:00,UBR100340,Completed,CUST1181,UberXL,Birmingham,Tokyo,14.0,3.1,0,,0,,0,,70.97,29.82,1.0,2.5,UPI
2025-05-20,05:56:00,UBR100431,Completed,CUST1239,UberX,Houston,Paris,2.5,14.8,0,,0,,0,,7.02,1.91,4.7,2.6,Debit Card
2025-03-29,14:40:00,UBR100581,Completed,CUST1076,Uber Green,Melbourne,London,6.4,19.9,0,,0,,0,,38.49,18.49,3.0,2.2,Credit Card
2025-03-24,08:29:00,UBR100877,Completed,CUST1050,Uber Black,Manchester,Seoul,16.5,10.2,0,,0,,0,,75.11,20.54,3.0,4.8,Cash
2025-02-04,18:30:00,UBR100203,Cancelled by Driver,CUST1133,Uber Comfort,Sydney,Berlin,17.9,15.0,0,,1,Too far from pickup,0,,0.0,13.72,1.4,,
2025-06-10,07:18:00,UBR100665,Cancelled by Customer,CUST1018,Uber Green,Vancouver,Houston,10.9,10.9,1,Driver requested cancellation,0,,0,,0.0,34.24,,,Credit Card
2025-05-22,23:00:00,UBR100093,Completed,CUST1097,Uber Black,,Vancouver,15.9,8.8,0,,0,,0,,59.41,19.35,1.5,4.6,Cash
2025-02-21,20:32:00,UBR100588,Completed,CUST1037,Uber Comfort,Los Angeles,Dubai,14.9,24.1,0,,0,,0,,12.93,3.85,4.2,3.4,Wallet
2025-02-06,02:06:00,UBR100068,Completed,CUST1105,UberX,Madrid,Toronto,10.8,16.3,0,,0,,0,,110.98,32.25,2.7,3.9,Cash
2025-06-25,02:39:00,UBR100656,Completed,CUST1083,UberXL,Rome,Chicago,14.8,3.8,0,,0,,0,,42.37,15.97,3.1,3.6,Debit Card
2025-06-06,07:34:00,UBR100284,Cancelled by Customer,CUST1103,Uber Green,Vancouver,Tokyo,15.0,21.6,1,Driver taking too long,0,,0,,0.0,31.55,,,Debit Card
2025-01-06,00:13:00,UBR100844,Cancelled by Driver,CUST1131,Uber Black,Seoul,Los Angeles,5.7,7.5,0,,1,Personal emergency,0,,0.0,34.67,2.8,,Debit Card
2025-06-20,18:06:00,UBR100434,Cancelled by Customer,CUST1120,UberXL,Rome,Los Angeles,13.9,11.7,1,Wrong pickup location,0,,0,,0.0,22.84,,,Cash
2025-03-22,20:46:00,UBR100153,Completed,CUST1135,UberX,Phoenix,Paris,17.6,17.7,0,,0,,0,,7.23,1.91,1.0,2.0,UPI
2025-01-08,01:35:00,UBR100075,Completed,CUST1087,Uber Black,Birmingham,Melbourne,17.4,23.8,0,,0,,0,,90.75,31.2,1.6,2.6,Credit Card
2025-02-06,22:38:00,UBR100264,Completed,CUST1091,UberXL,Madrid,London,15.0,9.4,0,,0,,0,,52.37,16.16,2.8,1.1,UPI
2025-03-04,09:33:00,UBR100446,Incomplete,CUST1099,Uber Black,Berlin,Madrid,13.5,24.9,0,,0,,1,Vehicle breakdown,7.52,1.68,2.2,,Debit Card
2025-02-17,21:39:00,UBR100188,Incomplete,CUST1100,Uber Black,Chicago,Rome,9.3,19.2,0,,0,,1,Trip interrupted,66.05,20.58,3.1,,Cash
2025-01-19,03:14:00,UBR100271,Cancelled by Customer,CUST1073,UberXL,Tokyo,Sydney,3.9,14.0,1,Wrong pickup location,0,,0,,0.0,20.02,,,Debit Card
2025-02-24,07:35:00,UBR100236,Completed,CUST1175,Uber Black,Berlin,Rome,5.3,8.4,0,,0,,0,,58.43,28.51,2.6,4.6,Wallet
2025-04-16,13:31:00,UBR100487,Completed,CUST1073,Uber Black,Sydney,Los Angeles,7.1,19.6,0,,0,,0,,34.13,11.54,3.0,1.5,PayPal
2025-03-06,09:46:00,UBR100559,Completed,CUST1178,Uber Black,Melbourne,Toronto,6.3,18.3,0,,0,,0,,58.19,19.97,1.1,2.5,UPI
2025-01-01,05:12:00,UBR100117,Cancelled by Driver,CUST1063,Uber Comfort,Berlin,Toronto,7.4,16.3,0,,1,Vehicle issue,0,,0.0,,2.4,,UPI
2025-02-25,06:53:00,UBR100859,Completed,CUST1021,Uber Black,New York,Toronto,4.6,9.0,0,,0,,0,,54.1,32.81,2.2,3.1,Wallet
2025-06-07,00:52:00,UBR100512,Incomplete,CUST1091,Uber Black,Paris,Chicago,7.5,21.4,0,,0,,1,Technical issue,74.12,25.83,4.5,,UPI
2025-02-28,16:52:00,UBR100583,Completed,CUST1176,Uber Black,Birmingham,Chicago,9.7,10.0,0,,0,,0,,96.82,31.2,4.9,4.7,Credit Card
2025-06-23,19:25:00,UBR100707,Completed,CUST1135,UberX,Toronto,Paris,14.4,17.8,0,,0,,0,,32.49,9.99,1.5,3.8,Wallet
2025-06-05,10:28:00,UBR100126,Completed,CUST1220,UberXL,Los Angeles,Sydney,2.9,6.3,0,,0,,0,,76.03,19.53,3.1,2.0,UPI
2025-06-13,05:00:00,UBR100116,Cancelled by Driver,CUST1150,Uber Black,Dubai,Los Angeles,16.0,12.7,0,,1,Too far from pickup,0,,0.0,12.19,2.3,,Wallet
2025-05-05,05:13:00,UBR100473,Completed,CUST1069,Uber Green,Berlin,Madrid,14.3,18.5,0,,0,,0,,20.07,4.77,4.3,1.2,Wallet
2025-01-30,20:27:00,UBR100730,Completed,CUST1171,Uber Comfort,Houston,Singapore,11.6,17.6,0,,0,,0,,82.93,,1.9,3.6,Debit Card
2025-02-05,15:19:00,UBR100057,Completed,CUST1222,UberXL,Madrid,Paris,10.8,23.2,0,,0,,0,,50.26,18.93,,4.9,PayPal
2025-01-03,05:06:00,UBR100711,Incomplete,CUST1078,UberXL,Birmingham,New York,12.3,18.2,0,,0,,1,Technical issue,32.43,15.62,4.1,,Cash
2025-06-06,20:52:00,UBR100958,Cancelled by Driver,CUST1189,Uber Comfort,Vancouver,London,6.6,20.8,0,,1,Vehicle issue,0,,0.0,21.12,1.5,,Cash
2025-01-24,10:05:00,UBR100369,Completed,CUST1172,Uber Green,Vancouver,Los Angeles,3.9,4.1,0,,0,,0,,97.75,33.91,3.5,1.8,Credit Card
2025-03-17,07:50:00,UBR100268,Cancelled by Driver,CUST1207,Uber Black,London,Seoul,8.0,3.3,0,,1,Vehicle issue,0,,0.0,,2.2,,Wallet
2025-02-01,00:33:00,UBR100046,Completed,CUST1091,UberXL,New York,Seoul,9.5,13.5,0,,0,,0,,32.86,8.2,4.3,2.2,Cash
2025-06-12,11:48:00,UBR100349,Completed,CUST1218,Uber Comfort,London,Paris,12.8,18.4,0,,0,,0,,20.84,5.7,4.0,4.5,PayPal
2025-04-01,02:53:00,UBR100195,Cancelled by Driver,CUST1086,Uber Green,Melbourne,New York,,3.9,0,,1,Wrong pickup location,0,,0.0,28.96,4.5,,Credit Card
2025-03-22,23:25:00,UBR100102,Cancelled by Customer,CUST1235,Uber Comfort,Madrid,Los Angeles,13.4,23.0,1,Found another ride,0,,0,,0.0,23.32,,,Wallet
2025-03-28,13:57:00,UBR100934,Completed,CUST1150,Uber Comfort,Seoul,Los Angeles,4.7,20.0,0,,0,,0,,59.02,23.53,,3.7,Credit Card
2025-04-02,03:52:00,UBR100728,Completed,CUST1009,UberX,Chicago,Birmingham,12.0,19.5,0,,0,,0,,52.29,17.13,4.6,4.5,PayPal
2025-01-15,17:50:00,UBR100970,Completed,CUST1084,UberXL,London,Houston,9.8,18.9,0,,0,,0,,40.74,12.82,2.5,1.1,PayPal
2025-01-28,14:24:00,UBR100263,Cancelled by Driver,CUST1181,Uber Green,Berlin,Singapore,12.3,20.3,0,,1,Personal emergency,0,,0.0,19.4,2.8,,Wallet
2025-02-25,21:01:00,UBR100443,Completed,CUST1214,Uber Comfort,New York,Birmingham,8.7,9.1,0,,0,,0,,83.87,21.99,4.8,1.6,Credit Card
2025-03-10,20:59:00,UBR100712,Completed,CUST1047,Uber Green,Dubai,Seoul,17.3,23.3,0,,0,,0,,81.96,25.29,2.8,4.4,Debit Card
2025-03-13,01:48:00,UBR100304,Completed,CUST1022,Uber Black,Houston,New York,5.0,23.0,0,,0,,0,,21.28,7.94,2.9,2.9,Cash
2025-02-11,05:02:00,UBR100341,Completed,CUST1164,Uber Green,Berlin,Madrid,11.3,21.7,0,,0,,0,,75.9,22.34,1.2,3.9,Credit Card
2025-02-14,21:28:00,UBR100820,Completed,CUST1029,Uber Comfort,Houston,Paris,10.7,23.4,0,,0,,0,,7.91,1.88,3.6,2.7,UPI
2025-05-23,13:47:00,UBR100977,Completed,CUST1235,Uber Green,Houston,Tokyo,16.2,23.1,0,,0,,0,,21.59,6.9,1.9,,PayPal
2025-06-29,09:13:00,UBR100149,Cancelled by Driver,CUST1020,UberXL,Seoul,Houston,16.2,24.0,0,,1,Wrong pickup location,0,,,23.23,4.1,,Cash
2025-04-19,22:34:00,UBR100124,Cancelled by Customer,CUST1128,UberX,London,Seoul,6.6,16.9,1,Change of plans,0,,0,,0.0,30.87,,,
2025-03-12,16:08:00,UBR100825,Completed,CUST1085,UberXL,New York,Singapore,1.9,15.6,0,,0,,0,,37.74,22.26,4.5,2.9,PayPal
2025-01-24,18:51:00,UBR100864,Cancelled by Driver,CUST1244,UberX,Singapore,Paris,4.2,15.2,0,,1,Vehicle issue,0,,0.0,14.36,2.0,,PayPal
2025-04-05,23:17:00,UBR100050,Completed,CUST1143,Uber Comfort,Melbourne,Madrid,4.1,10.6,0,,0,,0,,13.98,5.56,4.6,2.9,Wallet
2025-06-20,00:45:00,UBR100353,Completed,CUST1052,UberX,Manchester,Houston,17.6,,0,,0,,0,,73.27,24.92,2.2,4.9,UPI
2025-06-13,07:52:00,UBR100976,Cancelled by Driver,CUST1113,Uber Black,Birmingham,Rome,5.3,11.4,0,,1,Customer unreachable,0,,0.0,4.59,3.0,,Credit Card
2025-01-10,13:12:00,UBR100142,Completed,CUST1053,UberX,Los Angeles,,16.7,13.7,0,,0,,0,,98.57,33.56,3.4,4.1,Wallet
2025-01-15,23:37:00,UBR100470,Cancelled by Driver,,Uber Comfort,Seoul,Birmingham,4.2,7.1,0,,1,Customer unreachable,0,,0.0,12.77,1.2,,Cash
2025-01-31,19:41:00,UBR100399,Cancelled by Driver,CUST1111,UberXL,Chicago,Rome,6.1,9.6,0,,1,Too far from pickup,0,,0.0,26.12,2.3,,Cash
2025-03-28,08:21:00,UBR100749,Completed,CUST1014,Uber Black,Phoenix,Houston,8.7,3.3,0,,0,,0,,44.23,20.19,3.2,3.6,Wallet
2025-05-23,04:28:00,UBR100320,Completed,CUST1240,Uber Green,Toronto,London,4.5,3.4,0,,0,,0,,17.42,7.37,3.7,1.3,Cash
2025-01-21,13:17:00,UBR100019,Incomplete,CUST1096,Uber Comfort,Vancouver,London,12.4,22.0,0,,0,,1,Route issue,96.53,31.35,1.9,,Debit Card
2025-06-09,15:55:00,UBR100850,Cancelled by Driver,CUST1177,Uber Black,Toronto,Birmingham,15.5,21.6,0,,1,Wrong pickup location,0,,0.0,13.71,2.9,,Wallet
2025-01-16,18:20:00,UBR100829,Incomplete,CUST1185,Uber Green,Rome,Sydney,12.6,21.3,0,,0,,1,Route issue,85.04,25.5,1.2,,UPI
2025-06-18,23:18:00,UBR100849,Completed,CUST1099,UberX,London,Berlin,1.7,3.3,0,,0,,0,,74.76,34.78,1.5,3.6,Credit Card
2025-03-05,03:06:00,UBR100407,Completed,CUST1241,UberXL,Melbourne,Paris,4.1,5.4,0,,0,,0,,88.32,26.86,4.5,2.4,UPI
2025-01-06,10:33:00,UBR100537,Cancelled by Driver,CUST1235,Uber Black,Manchester,Madrid,3.3,10.4,0,,1,Vehicle issue,0,,0.0,26.05,3.3,,Cash
2025-02-08,07:37:00,UBR100853,Completed,CUST1107,UberX,Manchester,Rome,7.4,,0,,0,,0,,82.98,25.79,3.0,4.4,UPI
2025-04-18,20:05:00,UBR100038,Completed,CUST1166,Uber Black,Toronto,Houston,5.2,10.3,0,,0,,0,,69.56,25.14,2.7,2.0,Credit Card
2025-06-16,10:00:00,UBR100175,Completed,CUST1122,UberXL,Chicago,Paris,2.6,12.7,0,,0,,0,,52.07,14.41,1.8,,UPI
2025-02-08,08:23:00,UBR100245,Completed,CUST1021,Uber Green,Tokyo,Vancouver,10.2,6.3,0,,0,,0,,51.83,12.59,2.5,2.7,Credit Card
2025-06-10,01:10:00,UBR100886,Incomplete,CUST1007,UberX,Vancouver,Madrid,1.2,17.9,0,,0,,1,Technical issue,22.7,5.51,2.9,,UPI
2025-02-22,08:49:00,UBR100704,Cancelled by Driver,CUST1214,Uber Comfort,Berlin,Vancouver,7.5,12.9,0,,1,Too far from pickup,0,,0.0,8.27,4.9,,Debit Card
2025-04-17,23:32:00,UBR100793,Completed,CUST1207,Uber Black,Melbourne,Phoenix,2.3,11.2,0,,0,,0,,65.42,31.08,3.8,3.7,UPI
2025-01-15,02:22:00,UBR100903,Completed,CUST1188,Uber Comfort,Phoenix,London,14.5,7.5,0,,0,,0,,70.26,31.24,4.8,3.0,Debit Card
2025-04-24,02:28:00,UBR100154,Completed,CUST1163,Uber Comfort,Vancouver,Paris,9.1,5.5,0,,0,,0,,34.52,19.12,2.9,4.7,UPI
2025-04-09,08:34:00,UBR100287,Completed,CUST1207,Uber Green,,Houston,15.7,,0,,0,,0,,90.26,29.49,3.3,5.0,Debit Card
2025-05-22,00:43:00,UBR100625,Completed,CUST1143,UberX,Tokyo,Vancouver,7.5,21.4,0,,0,,0,,53.02,13.61,3.6,3.5,Cash
2025-03-21,11:28:00,UBR100636,Completed,CUST1081,UberX,New York,Los Angeles,17.8,7.6,0,,0,,0,,57.31,33.11,1.0,5.0,Wallet
2025-04-19,10:18:00,UBR100569,Completed,CUST1144,UberX,Phoenix,Dubai,2.7,15.8,0,,0,,0,,41.24,9.81,3.5,2.5,Wallet
2025-05-09,00:55:00,UBR100530,Completed,CUST1117,Uber Comfort,Houston,Birmingham,16.3,17.6,0,,0,,0,,11.85,4.39,1.4,3.7,PayPal
2025-04-09,02:32:00,UBR100017,Cancelled by Driver,CUST1092,UberXL,Birmingham,Houston,3.7,15.1,0,,1,Wrong pickup location,0,,0.0,20.83,3.8,,Wallet
2025-01-21,06:46:00,UBR100127,Cancelled by Customer,CUST1106,Uber Green,Sydney,,16.3,8.4,1,Change of plans,0,,0,,0.0,25.38,,,Debit Card
2025-04-10,02:01:00,UBR100322,Completed,CUST1175,Uber Comfort,Madrid,Melbourne,14.8,16.5,0,,0,,0,,12.8,3.8,2.5,2.0,Cash
2025-05-11,12:57:00,UBR100255,Completed,CUST1097,UberX,Singapore,Paris,,16.9,0,,0,,0,,35.35,18.77,,3.8,Credit Card
2025-03-12,20:05:00,UBR100693,Completed,CUST1121,Uber Black,Tokyo,Berlin,2.2,16.0,0,,0,,0,,43.35,13.54,3.1,4.0,Debit Card
2025-05-11,09:47:00,UBR100180,Cancelled by Driver,CUST1219,UberXL,Rome,Madrid,5.2,5.5,0,,1,Wrong pickup location,0,,0.0,16.72,1.3,,Cash
2025-02-24,05:47:00,UBR100190,Completed,CUST1027,Uber Comfort,Birmingham,Seoul,7.5,13.7,0,,0,,0,,86.77,27.86,3.6,4.8,Credit Card
2025-03-10,16:44:00,UBR100115,Completed,CUST1040,Uber Comfort,Melbourne,Berlin,7.9,16.0,0,,0,,0,,69.21,34.03,3.3,3.7,PayPal
2025-04-26,09:51:00,UBR100650,Completed,CUST1014,Uber Green,Berlin,Sydney,7.7,18.7,0,,0,,0,,114.09,31.0,3.6,3.5,PayPal
2025-06-10,02:03:00,UBR100606,Completed,CUST1009,UberX,Paris,Madrid,16.1,11.1,0,,0,,0,,86.18,33.22,1.6,3.8,PayPal
2025-05-11,09:47:00,UBR100180,Cancelled by Driver,CUST1219,UberXL,Rome,Madrid,5.2,5.5,0,,1,Wrong pickup location,0,,0.0,16.72,1.3,,Cash
2025-06-15,01:59:00,UBR100301,Incomplete,CUST1219,Uber Green,Vancouver,Houston,5.7,7.8,0,,0,,1,Vehicle breakdown,60.29,26.27,1.7,,Credit Card
2025-03-16,05:28:00,UBR100798,Completed,CUST1077,UberX,Seoul,Toronto,1.6,16.0,0,,0,,0,,17.67,8.83,1.7,2.4,UPI
2025-01-15,05:20:00,UBR100750,Completed,CUST1053,Uber Green,Paris,Dubai,8.3,15.2,0,,0,,0,,10.12,3.46,2.3,3.9,UPI
2025-03-06,14:15:00,UBR100762,Completed,CUST1061,,Toronto,Tokyo,17.8,23.6,0,,0,,0,,53.8,19.45,4.4,4.6,PayPal
2025-06-10,11:17:00,UBR100722,Completed,CUST1127,Uber Green,Los Angeles,Birmingham,5.9,20.8,0,,0,,0,,38.87,16.99,4.2,2.8,Debit Card
2025-01-03,12:50:00,UBR100787,Completed,CUST1155,UberX,Manchester,Singapore,6.3,3.3,0,,0,,0,,49.79,19.0,1.4,2.2,UPI
2025-01-02,23:42:00,UBR100517,Completed,CUST1150,Uber Green,London,Sydney,4.6,5.6,0,,0,,0,,17.62,6.97,4.9,1.1,Cash
2025-05-06,22:46:00,UBR100372,Completed,CUST1053,Uber Comfort,Chicago,Los Angeles,12.5,11.7,0,,0,,0,,55.13,16.74,1.5,1.6,PayPal
2025-01-03,17:26:00,UBR100045,Completed,CUST1228,Uber Green,Melbourne,London,,21.7,0,,0,,0,,66.11,19.26,2.0,2.8,PayPal
2025-06-16,16:12:00,UBR100974,Cancelled by Customer,CUST1137,UberXL,Singapore,Birmingham,9.3,10.5,1,Driver taking too long,0,,0,,0.0,3.4,,,Credit Card
2025-05-30,03:54:00,UBR100157,Cancelled by Customer,CUST1088,Uber Comfort,Birmingham,Sydney,1.7,6.6,1,Found another ride,0,,0,,0.0,3.02,,,Wallet
2025-05-24,17:54:00,UBR100783,Completed,CUST1111,Uber Black,Melbourne,Madrid,6.9,22.3,0,,0,,0,,73.51,30.94,1.8,,Credit Card
2025-06-18,02:40:00,UBR100171,Completed,CUST1177,Uber Green,Phoenix,Singapore,4.8,8.5,0,,0,,0,,102.73,34.05,,3.2,Cash
2025-04-09,13:35:00,UBR100016,Completed,CUST1207,Uber Black,Melbourne,Rome,15.6,11.9,0,,0,,0,,64.01,31.03,4.6,4.4,Cash
